Data zamówienia	Kraj odbiorcy	Cena jednostkowa	Iloœæ	Nazwa produktu	Nazwisko	Stanowisko	Region
26.11.1997	Francja	36,00 z³	25	Gudbrandsdalsost	Peacock	Przedstawiciel handlowy	WA
27.11.1997	USA	12,50 z³	6	Scottish Longbreads	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
27.11.1997	USA	33,25 z³	24	Wimmers gute Semmelknödel	Suyama	Przedstawiciel handlowy	
27.11.1997	USA	49,30 z³	30	Tarte au sucre	Suyama	Przedstawiciel handlowy	
27.11.1997	USA	19,00 z³	20	Inlagd Sill	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
27.11.1997	USA	36,00 z³	20	Gudbrandsdalsost	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
27.11.1997	USA	14,00 z³	30	Sasquatch Ale	Suyama	Przedstawiciel handlowy	
27.11.1997	USA	62,50 z³	21	Carnarvon Tigers	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
27.11.1997	USA	55,00 z³	7	Raclette Courdavault	Suyama	Przedstawiciel handlowy	
28.11.1997	Szwajcaria	7,00 z³	60	Filo Mix	Leverling	Przedstawiciel handlowy	WA
28.11.1997	Szwajcaria	31,23 z³	20	Gumbär Gummibärchen	Leverling	Przedstawiciel handlowy	WA
28.11.1997	Szwajcaria	15,00 z³	40	Outback Lager	Leverling	Przedstawiciel handlowy	WA
28.11.1997	Meksyk	32,00 z³	10	Mascarpone Fabioli	Leverling	Przedstawiciel handlowy	WA
01.12.1997	Belgia	43,90 z³	40	Schoggi Schokolade	Peacock	Przedstawiciel handlowy	WA
01.12.1997	Belgia	46,00 z³	30	Ipoh Coffee	Peacock	Przedstawiciel handlowy	WA
01.12.1997	Belgia	14,00 z³	12	NuNuCa Nuß-Nougat-Creme	Peacock	Przedstawiciel handlowy	WA
02.12.1997	Szwecja	9,50 z³	30	Zaanse koeken	Leverling	Przedstawiciel handlowy	WA
02.12.1997	Szwecja	38,00 z³	60	Gnocchi di nonna Alice	Leverling	Przedstawiciel handlowy	WA
02.12.1997	Szwecja	18,00 z³	16	Chartreuse verte	Leverling	Przedstawiciel handlowy	WA
02.12.1997	USA	7,75 z³	18	Rhönbräu Klosterbier	Buchanan	Dyrektor ds. sprzeda¿y	
02.12.1997	USA	14,00 z³	35	NuNuCa Nuß-Nougat-Creme	Buchanan	Dyrektor ds. sprzeda¿y	
02.12.1997	Szwecja	53,00 z³	28	Manjimup Dried Apples	Leverling	Przedstawiciel handlowy	WA
03.12.1997	Francja	4,50 z³	20	Guaraná Fantástica	Leverling	Przedstawiciel handlowy	WA
03.12.1997	Austria	10,00 z³	20	Aniseed Syrup	Suyama	Przedstawiciel handlowy	
03.12.1997	Austria	18,00 z³	130	Chartreuse verte	Suyama	Przedstawiciel handlowy	
03.12.1997	Francja	10,00 z³	40	Sir Rodney's Scones	Leverling	Przedstawiciel handlowy	WA
03.12.1997	Francja	21,00 z³	6	Gustaf's Knäckebröd	Leverling	Przedstawiciel handlowy	WA
04.12.1997	Niemcy	21,05 z³	80	Louisiana Fiery Hot Pepper Sauce	Leverling	Przedstawiciel handlowy	WA
05.12.1997	Belgia	14,00 z³	2	Singaporean Hokkien Fried Mee	Peacock	Przedstawiciel handlowy	WA
05.12.1997	Niemcy	30,00 z³	35	Uncle Bob's Organic Dried Pears	Peacock	Przedstawiciel handlowy	WA
05.12.1997	Niemcy	12,50 z³	40	Scottish Longbreads	Peacock	Przedstawiciel handlowy	WA
05.12.1997	Niemcy	19,00 z³	40	Chang	Peacock	Przedstawiciel handlowy	WA
08.12.1997	Dania	7,00 z³	15	Filo Mix	Leverling	Przedstawiciel handlowy	WA
08.12.1997	Wielka Brytania	12,50 z³	50	Gorgonzola Telino	Leverling	Przedstawiciel handlowy	WA
08.12.1997	Wielka Brytania	21,00 z³	4	Gustaf's Knäckebröd	Leverling	Przedstawiciel handlowy	WA
08.12.1997	Wielka Brytania	34,00 z³	15	Camembert Pierrot	Leverling	Przedstawiciel handlowy	WA
08.12.1997	Dania	9,65 z³	30	Jack's New England Clam Chowder	Leverling	Przedstawiciel handlowy	WA
08.12.1997	Dania	49,30 z³	15	Tarte au sucre	Leverling	Przedstawiciel handlowy	WA
08.12.1997	Dania	28,50 z³	20	Sirop d'érable	Leverling	Przedstawiciel handlowy	WA
08.12.1997	Wielka Brytania	21,50 z³	12	Flotemysost	Leverling	Przedstawiciel handlowy	WA
09.12.1997	Brazylia	21,00 z³	15	Queso Cabrales	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
10.12.1997	Niemcy	55,00 z³	25	Raclette Courdavault	Leverling	Przedstawiciel handlowy	WA
10.12.1997	Niemcy	123,79 z³	18	Thüringer Rostbratwurst	Leverling	Przedstawiciel handlowy	WA
10.12.1997	Austria	21,50 z³	16	Flotemysost	Dodsworth	Przedstawiciel handlowy	
11.12.1997	Szwecja	17,00 z³	50	Louisiana Hot Spiced Okra	Peacock	Przedstawiciel handlowy	WA
11.12.1997	Austria	39,00 z³	33	Alice Mutton	Davolio	Przedstawiciel handlowy	WA
11.12.1997	Austria	7,75 z³	7	Rhönbräu Klosterbier	Davolio	Przedstawiciel handlowy	WA
11.12.1997	Szwecja	12,50 z³	2	Gorgonzola Telino	Peacock	Przedstawiciel handlowy	WA
11.12.1997	Austria	12,50 z³	70	Gorgonzola Telino	Davolio	Przedstawiciel handlowy	WA
12.12.1997	USA	14,00 z³	3	Laughing Lumberjack Lager	King	Przedstawiciel handlowy	
12.12.1997	USA	31,00 z³	6	Ikura	King	Przedstawiciel handlowy	
15.12.1997	Austria	53,00 z³	120	Manjimup Dried Apples	Davolio	Przedstawiciel handlowy	WA
15.12.1997	Austria	12,50 z³	16	Gorgonzola Telino	Davolio	Przedstawiciel handlowy	WA
15.12.1997	Brazylia	14,00 z³	20	Singaporean Hokkien Fried Mee	King	Przedstawiciel handlowy	
15.12.1997	Austria	9,50 z³	27	Rogede sild	Davolio	Przedstawiciel handlowy	WA
15.12.1997	Austria	14,00 z³	12	Singaporean Hokkien Fried Mee	Davolio	Przedstawiciel handlowy	WA
16.12.1997	Wenezuela	13,00 z³	15	Original Frankfurter grüne Soße	Fuller	Wiceprezes ds. sprzeda¿y	WA
16.12.1997	Wenezuela	15,00 z³	35	Outback Lager	Fuller	Wiceprezes ds. sprzeda¿y	WA
16.12.1997	Niemcy	49,30 z³	20	Tarte au sucre	Leverling	Przedstawiciel handlowy	WA
16.12.1997	Szwecja	9,65 z³	10	Jack's New England Clam Chowder	Leverling	Przedstawiciel handlowy	WA
16.12.1997	Niemcy	17,45 z³	20	Pavlova	Leverling	Przedstawiciel handlowy	WA
17.12.1997	Finlandia	10,00 z³	35	Longlife Tofu	Fuller	Wiceprezes ds. sprzeda¿y	WA
17.12.1997	Finlandia	38,00 z³	20	Gnocchi di nonna Alice	Fuller	Wiceprezes ds. sprzeda¿y	WA
17.12.1997	Argentyna	12,50 z³	1	Gorgonzola Telino	Dodsworth	Przedstawiciel handlowy	
17.12.1997	Finlandia	7,45 z³	3	Tourtiere	Fuller	Wiceprezes ds. sprzeda¿y	WA
18.12.1997	Wenezuela	7,75 z³	10	Rhönbräu Klosterbier	Davolio	Przedstawiciel handlowy	WA
18.12.1997	Wenezuela	31,00 z³	10	Ikura	Davolio	Przedstawiciel handlowy	WA
18.12.1997	W³ochy	34,80 z³	30	Mozzarella di Giovanni	Peacock	Przedstawiciel handlowy	WA
18.12.1997	W³ochy	18,00 z³	2	Chartreuse verte	Peacock	Przedstawiciel handlowy	WA
18.12.1997	W³ochy	19,00 z³	30	Inlagd Sill	Peacock	Przedstawiciel handlowy	WA
18.12.1997	Brazylia	263,50 z³	5	Côte de Blaye	Peacock	Przedstawiciel handlowy	WA
18.12.1997	Brazylia	12,50 z³	10	Gorgonzola Telino	Peacock	Przedstawiciel handlowy	WA
19.12.1997	Francja	123,79 z³	20	Thüringer Rostbratwurst	Fuller	Wiceprezes ds. sprzeda¿y	WA
19.12.1997	Francja	19,00 z³	15	Chang	Fuller	Wiceprezes ds. sprzeda¿y	WA
19.12.1997	Brazylia	40,00 z³	30	Northwoods Cranberry Sauce	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
19.12.1997	Brazylia	25,89 z³	15	Nord-Ost Matjeshering	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
19.12.1997	Brazylia	7,75 z³	42	Rhönbräu Klosterbier	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
22.12.1997	Francja	62,50 z³	30	Carnarvon Tigers	Davolio	Przedstawiciel handlowy	WA
22.12.1997	Francja	12,50 z³	18	Scottish Longbreads	Davolio	Przedstawiciel handlowy	WA
22.12.1997	Francja	18,00 z³	15	Steeleye Stout	Davolio	Przedstawiciel handlowy	WA
22.12.1997	Niemcy	9,20 z³	50	Teatime Chocolate Biscuits	Davolio	Przedstawiciel handlowy	WA
22.12.1997	Francja	43,90 z³	30	Vegie-spread	Davolio	Przedstawiciel handlowy	WA
22.12.1997	Brazylia	38,00 z³	20	Gnocchi di nonna Alice	Suyama	Przedstawiciel handlowy	
22.12.1997	Brazylia	30,00 z³	3	Uncle Bob's Organic Dried Pears	Suyama	Przedstawiciel handlowy	
22.12.1997	Niemcy	7,75 z³	40	Rhönbräu Klosterbier	Davolio	Przedstawiciel handlowy	WA
23.12.1997	Niemcy	9,65 z³	20	Jack's New England Clam Chowder	Suyama	Przedstawiciel handlowy	
23.12.1997	Niemcy	123,79 z³	14	Thüringer Rostbratwurst	Suyama	Przedstawiciel handlowy	
23.12.1997	Polska	19,00 z³	10	Chang	Davolio	Przedstawiciel handlowy	WA
23.12.1997	Polska	7,45 z³	3	Tourtiere	Davolio	Przedstawiciel handlowy	WA
23.12.1997	Polska	12,50 z³	15	Scottish Longbreads	Davolio	Przedstawiciel handlowy	WA
24.12.1997	Brazylia	23,25 z³	15	Tofu	Suyama	Przedstawiciel handlowy	
24.12.1997	Wielka Brytania	7,00 z³	8	Filo Mix	Leverling	Przedstawiciel handlowy	WA
24.12.1997	Austria	17,45 z³	65	Pavlova	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
24.12.1997	Wielka Brytania	9,65 z³	14	Jack's New England Clam Chowder	Leverling	Przedstawiciel handlowy	WA
24.12.1997	Brazylia	7,45 z³	6	Tourtiere	Suyama	Przedstawiciel handlowy	
24.12.1997	Austria	39,00 z³	35	Alice Mutton	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
25.12.1997	Wenezuela	36,00 z³	24	Gudbrandsdalsost	Leverling	Przedstawiciel handlowy	WA
25.12.1997	Wenezuela	33,25 z³	35	Wimmers gute Semmelknödel	Leverling	Przedstawiciel handlowy	WA
25.12.1997	Wenezuela	19,45 z³	10	Gula Malacca	Leverling	Przedstawiciel handlowy	WA
25.12.1997	Niemcy	21,00 z³	20	Queso Cabrales	King	Przedstawiciel handlowy	
25.12.1997	Wenezuela	31,23 z³	21	Gumbär Gummibärchen	Leverling	Przedstawiciel handlowy	WA
26.12.1997	Wielka Brytania	49,30 z³	2	Tarte au sucre	Fuller	Wiceprezes ds. sprzeda¿y	WA
26.12.1997	Wielka Brytania	34,80 z³	10	Mozzarella di Giovanni	Fuller	Wiceprezes ds. sprzeda¿y	WA
26.12.1997	Niemcy	55,00 z³	25	Raclette Courdavault	Dodsworth	Przedstawiciel handlowy	
26.12.1997	Wielka Brytania	53,00 z³	10	Manjimup Dried Apples	Davolio	Przedstawiciel handlowy	WA
26.12.1997	Niemcy	6,00 z³	20	Konbu	Dodsworth	Przedstawiciel handlowy	
26.12.1997	Wielka Brytania	21,00 z³	50	Queso Cabrales	Davolio	Przedstawiciel handlowy	WA
26.12.1997	Wielka Brytania	7,45 z³	7	Tourtiere	Davolio	Przedstawiciel handlowy	WA
26.12.1997	Niemcy	4,50 z³	20	Guaraná Fantástica	Dodsworth	Przedstawiciel handlowy	
29.12.1997	Dania	25,89 z³	25	Nord-Ost Matjeshering	Peacock	Przedstawiciel handlowy	WA
29.12.1997	Dania	53,00 z³	30	Manjimup Dried Apples	Peacock	Przedstawiciel handlowy	WA
29.12.1997	Hiszpania	123,79 z³	20	Thüringer Rostbratwurst	Peacock	Przedstawiciel handlowy	WA
29.12.1997	Dania	49,30 z³	5	Tarte au sucre	Peacock	Przedstawiciel handlowy	WA
29.12.1997	Dania	24,00 z³	60	Pâte chinois	Peacock	Przedstawiciel handlowy	WA
29.12.1997	Hiszpania	39,00 z³	40	Alice Mutton	Peacock	Przedstawiciel handlowy	WA
30.12.1997	Wielka Brytania	45,60 z³	24	Rössle Sauerkraut	Suyama	Przedstawiciel handlowy	
30.12.1997	USA	14,00 z³	10	Sasquatch Ale	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.12.1997	Wielka Brytania	20,00 z³	4	Maxilaku	Suyama	Przedstawiciel handlowy	
30.12.1997	Brazylia	14,00 z³	15	NuNuCa Nuß-Nougat-Creme	Peacock	Przedstawiciel handlowy	WA
30.12.1997	USA	263,50 z³	10	Côte de Blaye	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.12.1997	Brazylia	9,20 z³	24	Teatime Chocolate Biscuits	Peacock	Przedstawiciel handlowy	WA
30.12.1997	Brazylia	55,00 z³	15	Raclette Courdavault	Peacock	Przedstawiciel handlowy	WA
30.12.1997	Wielka Brytania	31,00 z³	36	Ikura	Suyama	Przedstawiciel handlowy	
31.12.1997	W³ochy	18,40 z³	1	Boston Crab Meat	Peacock	Przedstawiciel handlowy	WA
31.12.1997	Francja	19,00 z³	20	Chang	Leverling	Przedstawiciel handlowy	WA
31.12.1997	Francja	21,05 z³	2	Louisiana Fiery Hot Pepper Sauce	Leverling	Przedstawiciel handlowy	WA
31.12.1997	Francja	10,00 z³	15	Longlife Tofu	Leverling	Przedstawiciel handlowy	WA
01.01.1998	Kanada	14,00 z³	5	NuNuCa Nuß-Nougat-Creme	Fuller	Wiceprezes ds. sprzeda¿y	WA
01.01.1998	USA	38,00 z³	20	Gnocchi di nonna Alice	Fuller	Wiceprezes ds. sprzeda¿y	WA
01.01.1998	Brazylia	7,00 z³	20	Filo Mix	King	Przedstawiciel handlowy	
01.01.1998	Kanada	15,00 z³	5	Outback Lager	Fuller	Wiceprezes ds. sprzeda¿y	WA
01.01.1998	Kanada	6,00 z³	7	Konbu	Fuller	Wiceprezes ds. sprzeda¿y	WA
01.01.1998	USA	18,00 z³	50	Lakkalikööri	Fuller	Wiceprezes ds. sprzeda¿y	WA
02.01.1998	Wenezuela	9,00 z³	18	Tunnbröd	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
02.01.1998	W³ochy	13,00 z³	20	Original Frankfurter grüne Soße	Buchanan	Dyrektor ds. sprzeda¿y	
02.01.1998	W³ochy	34,80 z³	40	Mozzarella di Giovanni	Buchanan	Dyrektor ds. sprzeda¿y	
02.01.1998	Wenezuela	9,20 z³	15	Teatime Chocolate Biscuits	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
02.01.1998	Wenezuela	18,40 z³	30	Boston Crab Meat	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
02.01.1998	W³ochy	12,50 z³	16	Gorgonzola Telino	Buchanan	Dyrektor ds. sprzeda¿y	
05.01.1998	USA	2,50 z³	16	Geitost	Fuller	Wiceprezes ds. sprzeda¿y	WA
05.01.1998	Francja	46,00 z³	20	Ipoh Coffee	Leverling	Przedstawiciel handlowy	WA
05.01.1998	Francja	12,75 z³	8	Chocolade	Leverling	Przedstawiciel handlowy	WA
05.01.1998	Francja	9,65 z³	20	Jack's New England Clam Chowder	Leverling	Przedstawiciel handlowy	WA
05.01.1998	Brazylia	12,00 z³	35	Spegesild	Davolio	Przedstawiciel handlowy	WA
05.01.1998	Brazylia	19,00 z³	12	Chang	Davolio	Przedstawiciel handlowy	WA
05.01.1998	Francja	28,50 z³	30	Sirop d'érable	Leverling	Przedstawiciel handlowy	WA
06.01.1998	Niemcy	263,50 z³	30	Côte de Blaye	Leverling	Przedstawiciel handlowy	WA
06.01.1998	Niemcy	18,40 z³	60	Boston Crab Meat	Leverling	Przedstawiciel handlowy	WA
06.01.1998	USA	263,50 z³	30	Côte de Blaye	Peacock	Przedstawiciel handlowy	WA
06.01.1998	Niemcy	31,23 z³	40	Gumbär Gummibärchen	Leverling	Przedstawiciel handlowy	WA
06.01.1998	USA	49,30 z³	20	Tarte au sucre	Peacock	Przedstawiciel handlowy	WA
06.01.1998	Niemcy	49,30 z³	25	Tarte au sucre	Leverling	Przedstawiciel handlowy	WA
07.01.1998	W³ochy	9,65 z³	20	Jack's New England Clam Chowder	King	Przedstawiciel handlowy	
07.01.1998	Argentyna	46,00 z³	7	Ipoh Coffee	Fuller	Wiceprezes ds. sprzeda¿y	WA
07.01.1998	Argentyna	7,75 z³	20	Rhönbräu Klosterbier	Fuller	Wiceprezes ds. sprzeda¿y	WA
07.01.1998	USA	38,00 z³	30	Gnocchi di nonna Alice	Leverling	Przedstawiciel handlowy	WA
07.01.1998	W³ochy	32,00 z³	20	Mascarpone Fabioli	King	Przedstawiciel handlowy	
08.01.1998	USA	15,00 z³	6	Outback Lager	Suyama	Przedstawiciel handlowy	
08.01.1998	USA	49,30 z³	3	Tarte au sucre	Suyama	Przedstawiciel handlowy	
08.01.1998	USA	53,00 z³	6	Manjimup Dried Apples	Davolio	Przedstawiciel handlowy	WA
08.01.1998	USA	18,00 z³	20	Steeleye Stout	Davolio	Przedstawiciel handlowy	WA
09.01.1998	Wenezuela	19,50 z³	15	Ravioli Angelo	Buchanan	Dyrektor ds. sprzeda¿y	
09.01.1998	Wenezuela	13,00 z³	15	Original Frankfurter grüne Soße	Buchanan	Dyrektor ds. sprzeda¿y	
09.01.1998	Szwecja	9,65 z³	12	Jack's New England Clam Chowder	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
09.01.1998	Niemcy	32,80 z³	20	Perth Pasties	Davolio	Przedstawiciel handlowy	WA
09.01.1998	Szwecja	15,00 z³	9	Outback Lager	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
09.01.1998	Niemcy	31,23 z³	12	Gumbär Gummibärchen	Davolio	Przedstawiciel handlowy	WA
09.01.1998	Wenezuela	21,00 z³	20	Queso Cabrales	Buchanan	Dyrektor ds. sprzeda¿y	
09.01.1998	Wenezuela	55,00 z³	40	Raclette Courdavault	Buchanan	Dyrektor ds. sprzeda¿y	
12.01.1998	Francja	19,50 z³	15	Ravioli Angelo	Suyama	Przedstawiciel handlowy	
12.01.1998	Francja	18,00 z³	21	Chartreuse verte	Davolio	Przedstawiciel handlowy	WA
12.01.1998	Francja	12,50 z³	35	Gorgonzola Telino	Suyama	Przedstawiciel handlowy	
12.01.1998	Francja	31,00 z³	15	Ikura	Davolio	Przedstawiciel handlowy	WA
13.01.1998	Brazylia	12,50 z³	24	Scottish Longbreads	Peacock	Przedstawiciel handlowy	WA
13.01.1998	Brazylia	18,00 z³	28	Chartreuse verte	Peacock	Przedstawiciel handlowy	WA
13.01.1998	Brazylia	25,00 z³	6	Grandma's Boysenberry Spread	Peacock	Przedstawiciel handlowy	WA
13.01.1998	Wielka Brytania	40,00 z³	20	Northwoods Cranberry Sauce	Dodsworth	Przedstawiciel handlowy	
13.01.1998	Wielka Brytania	19,00 z³	10	Chang	Dodsworth	Przedstawiciel handlowy	
13.01.1998	Brazylia	34,00 z³	30	Camembert Pierrot	Peacock	Przedstawiciel handlowy	WA
13.01.1998	Wielka Brytania	34,00 z³	21	Camembert Pierrot	Dodsworth	Przedstawiciel handlowy	
13.01.1998	Argentyna	263,50 z³	2	Côte de Blaye	Dodsworth	Przedstawiciel handlowy	
13.01.1998	Argentyna	81,00 z³	5	Sir Rodney's Marmalade	Dodsworth	Przedstawiciel handlowy	
13.01.1998	Wielka Brytania	6,00 z³	10	Konbu	Dodsworth	Przedstawiciel handlowy	
14.01.1998	Francja	6,00 z³	3	Konbu	Fuller	Wiceprezes ds. sprzeda¿y	WA
14.01.1998	Francja	33,25 z³	3	Wimmers gute Semmelknödel	Fuller	Wiceprezes ds. sprzeda¿y	WA
14.01.1998	Norwegia	9,20 z³	2	Teatime Chocolate Biscuits	Leverling	Przedstawiciel handlowy	WA
14.01.1998	Francja	14,00 z³	10	NuNuCa Nuß-Nougat-Creme	Fuller	Wiceprezes ds. sprzeda¿y	WA
14.01.1998	Norwegia	263,50 z³	8	Côte de Blaye	Leverling	Przedstawiciel handlowy	WA
14.01.1998	Norwegia	46,00 z³	9	Ipoh Coffee	Leverling	Przedstawiciel handlowy	WA
14.01.1998	Norwegia	18,00 z³	8	Steeleye Stout	Leverling	Przedstawiciel handlowy	WA
14.01.1998	Francja	19,45 z³	16	Gula Malacca	Fuller	Wiceprezes ds. sprzeda¿y	WA
15.01.1998	Brazylia	25,89 z³	20	Nord-Ost Matjeshering	Davolio	Przedstawiciel handlowy	WA
15.01.1998	Brazylia	123,79 z³	8	Thüringer Rostbratwurst	Davolio	Przedstawiciel handlowy	WA
15.01.1998	Niemcy	30,00 z³	20	Uncle Bob's Organic Dried Pears	Suyama	Przedstawiciel handlowy	
15.01.1998	Niemcy	12,50 z³	9	Gorgonzola Telino	Suyama	Przedstawiciel handlowy	
15.01.1998	Niemcy	13,00 z³	2	Original Frankfurter grüne Soße	Davolio	Przedstawiciel handlowy	WA
15.01.1998	Niemcy	32,80 z³	9	Perth Pasties	Suyama	Przedstawiciel handlowy	
15.01.1998	Niemcy	55,00 z³	15	Raclette Courdavault	Davolio	Przedstawiciel handlowy	WA
16.01.1998	Szwecja	6,00 z³	6	Konbu	Dodsworth	Przedstawiciel handlowy	
16.01.1998	Austria	19,50 z³	24	Ravioli Angelo	King	Przedstawiciel handlowy	
16.01.1998	Austria	33,25 z³	30	Wimmers gute Semmelknödel	King	Przedstawiciel handlowy	
16.01.1998	Austria	21,00 z³	52	Gustaf's Knäckebröd	King	Przedstawiciel handlowy	
16.01.1998	Austria	18,00 z³	6	Steeleye Stout	King	Przedstawiciel handlowy	
16.01.1998	Austria	34,00 z³	60	Camembert Pierrot	King	Przedstawiciel handlowy	
16.01.1998	Szwecja	18,00 z³	21	Lakkalikööri	Dodsworth	Przedstawiciel handlowy	
16.01.1998	Szwecja	9,50 z³	40	Zaanse koeken	Dodsworth	Przedstawiciel handlowy	
16.01.1998	Szwecja	18,40 z³	25	Boston Crab Meat	Dodsworth	Przedstawiciel handlowy	
19.01.1998	Brazylia	13,25 z³	30	Escargots de Bourgogne	Leverling	Przedstawiciel handlowy	WA
19.01.1998	Brazylia	34,80 z³	15	Mozzarella di Giovanni	Leverling	Przedstawiciel handlowy	WA
19.01.1998	Wenezuela	62,50 z³	25	Carnarvon Tigers	Leverling	Przedstawiciel handlowy	WA
19.01.1998	Wenezuela	18,00 z³	4	Chai	Leverling	Przedstawiciel handlowy	WA
19.01.1998	Wenezuela	18,00 z³	10	Chartreuse verte	Peacock	Przedstawiciel handlowy	WA
19.01.1998	Wenezuela	14,00 z³	6	NuNuCa Nuß-Nougat-Creme	Peacock	Przedstawiciel handlowy	WA
19.01.1998	Wenezuela	19,00 z³	50	Inlagd Sill	Leverling	Przedstawiciel handlowy	WA
20.01.1998	Meksyk	46,00 z³	5	Ipoh Coffee	Davolio	Przedstawiciel handlowy	WA
20.01.1998	Belgia	31,00 z³	16	Ikura	Buchanan	Dyrektor ds. sprzeda¿y	
20.01.1998	Belgia	55,00 z³	50	Raclette Courdavault	Buchanan	Dyrektor ds. sprzeda¿y	
20.01.1998	Belgia	38,00 z³	30	Gnocchi di nonna Alice	Buchanan	Dyrektor ds. sprzeda¿y	
20.01.1998	Belgia	13,00 z³	15	Original Frankfurter grüne Soße	Buchanan	Dyrektor ds. sprzeda¿y	
20.01.1998	Meksyk	21,00 z³	15	Queso Cabrales	Davolio	Przedstawiciel handlowy	WA
20.01.1998	Meksyk	12,50 z³	20	Scottish Longbreads	Davolio	Przedstawiciel handlowy	WA
20.01.1998	Meksyk	15,00 z³	12	Outback Lager	Davolio	Przedstawiciel handlowy	WA
21.01.1998	Niemcy	18,00 z³	25	Steeleye Stout	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
21.01.1998	Niemcy	14,00 z³	42	Singaporean Hokkien Fried Mee	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
21.01.1998	Niemcy	33,25 z³	48	Wimmers gute Semmelknödel	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
21.01.1998	Niemcy	9,00 z³	70	Tunnbröd	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
21.01.1998	Francja	53,00 z³	4	Manjimup Dried Apples	Peacock	Przedstawiciel handlowy	WA
21.01.1998	Austria	21,00 z³	35	Gustaf's Knäckebröd	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
21.01.1998	Niemcy	13,25 z³	60	Escargots de Bourgogne	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
22.01.1998	Belgia	10,00 z³	20	Longlife Tofu	Fuller	Wiceprezes ds. sprzeda¿y	WA
22.01.1998	Belgia	15,00 z³	30	Outback Lager	Fuller	Wiceprezes ds. sprzeda¿y	WA
22.01.1998	USA	9,50 z³	36	Rogede sild	Peacock	Przedstawiciel handlowy	WA
22.01.1998	USA	9,20 z³	12	Teatime Chocolate Biscuits	Peacock	Przedstawiciel handlowy	WA
22.01.1998	Belgia	22,00 z³	21	Chef Anton's Cajun Seasoning	Fuller	Wiceprezes ds. sprzeda¿y	WA
22.01.1998	USA	18,00 z³	80	Chai	Peacock	Przedstawiciel handlowy	WA
22.01.1998	USA	26,00 z³	60	Gravad lax	Peacock	Przedstawiciel handlowy	WA
22.01.1998	USA	21,50 z³	55	Flotemysost	Peacock	Przedstawiciel handlowy	WA
22.01.1998	USA	34,00 z³	45	Camembert Pierrot	Peacock	Przedstawiciel handlowy	WA
23.01.1998	Francja	15,00 z³	30	Outback Lager	Davolio	Przedstawiciel handlowy	WA
23.01.1998	Niemcy	10,00 z³	49	Aniseed Syrup	Dodsworth	Przedstawiciel handlowy	
23.01.1998	Francja	14,00 z³	20	NuNuCa Nuß-Nougat-Creme	Davolio	Przedstawiciel handlowy	WA
23.01.1998	Niemcy	31,23 z³	18	Gumbär Gummibärchen	Dodsworth	Przedstawiciel handlowy	
23.01.1998	Francja	2,50 z³	4	Geitost	Davolio	Przedstawiciel handlowy	WA
23.01.1998	Wielka Brytania	21,35 z³	30	Chef Anton's Gumbo Mix	King	Przedstawiciel handlowy	
23.01.1998	Wielka Brytania	97,00 z³	3	Mishi Kobe Niku	King	Przedstawiciel handlowy	
26.01.1998	Brazylia	19,00 z³	5	Chang	Buchanan	Dyrektor ds. sprzeda¿y	
26.01.1998	Brazylia	19,50 z³	10	Ravioli Angelo	Buchanan	Dyrektor ds. sprzeda¿y	
26.01.1998	Brazylia	55,00 z³	42	Raclette Courdavault	Buchanan	Dyrektor ds. sprzeda¿y	
26.01.1998	Brazylia	14,00 z³	10	NuNuCa Nuß-Nougat-Creme	Buchanan	Dyrektor ds. sprzeda¿y	
26.01.1998	USA	39,00 z³	6	Alice Mutton	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
26.01.1998	USA	49,30 z³	50	Tarte au sucre	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
26.01.1998	USA	19,00 z³	15	Chang	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
27.01.1998	USA	21,05 z³	15	Louisiana Fiery Hot Pepper Sauce	Leverling	Przedstawiciel handlowy	WA
27.01.1998	Austria	31,00 z³	100	Ikura	Leverling	Przedstawiciel handlowy	WA
27.01.1998	USA	38,00 z³	24	Gnocchi di nonna Alice	Leverling	Przedstawiciel handlowy	WA
